Event Name,TEMP ID,TEMP Validation Time,Status,Total Validado,TEMP Usuarios de Validadores
"2GTHR Open Air PRE PARTY: JONATHAN KASPAR, TANTUM @ MOROCCO, Viernes 28/11",7455,"sábado, noviembre 29, 2025, 00:00",Validado,95,2gthr-qr@venti.la
"2GTHR Open Air PRE PARTY: JONATHAN KASPAR, TANTUM @ MOROCCO, Viernes 28/11",7455,"sábado, noviembre 29, 2025, 01:00",Validado,283,2gthr-qr@venti.la
"2GTHR Open Air PRE PARTY: JONATHAN KASPAR, TANTUM @ MOROCCO, Viernes 28/11",7455,"sábado, noviembre 29, 2025, 02:00",Validado,114,2gthr-qr@venti.la
"2GTHR Open Air PRE PARTY: JONATHAN KASPAR, TANTUM @ MOROCCO, Viernes 28/11",7455,"sábado, noviembre 29, 2025, 03:00",Validado,36,2gthr-qr@venti.la
"2GTHR Open Air PRE PARTY: JONATHAN KASPAR, TANTUM @ MOROCCO, Viernes 28/11",7455,"sábado, noviembre 29, 2025, 22:00",Validado,2,2gthr-qr@venti.la
"2GTHR Open Air: WE ARE LOST FESTIVAL BUENOS AIRES @ AUTODROMO Bs. As. - Sábado 29.11, 19Hs a 06hs",6082,"sábado, enero 1, 2000, 01:00",No Ingresado,"1,814",
"2GTHR Open Air: WE ARE LOST FESTIVAL BUENOS AIRES @ AUTODROMO Bs. As. - Sábado 29.11, 19Hs a 06hs",6082,"sábado, noviembre 29, 2025, 20:00",Validado,584,
"2GTHR Open Air: WE ARE LOST FESTIVAL BUENOS AIRES @ AUTODROMO Bs. As. - Sábado 29.11, 19Hs a 06hs",6082,"sábado, noviembre 29, 2025, 21:00",Validado,"2,679",
"2GTHR Open Air: WE ARE LOST FESTIVAL BUENOS AIRES @ AUTODROMO Bs. As. - Sábado 29.11, 19Hs a 06hs",6082,"sábado, noviembre 29, 2025, 22:00",Validado,"2,484",
"2GTHR Open Air: WE ARE LOST FESTIVAL BUENOS AIRES @ AUTODROMO Bs. As. - Sábado 29.11, 19Hs a 06hs",6082,"sábado, noviembre 29, 2025, 23:00",Validado,"2,653",
"2GTHR Open Air: WE ARE LOST FESTIVAL BUENOS AIRES @ AUTODROMO Bs. As. - Sábado 29.11, 19Hs a 06hs",6082,"domingo, noviembre 30, 2025, 00:00",Validado,"1,611",
"2GTHR Open Air: WE ARE LOST FESTIVAL BUENOS AIRES @ AUTODROMO Bs. As. - Sábado 29.11, 19Hs a 06hs",6082,"domingo, noviembre 30, 2025, 01:00",Validado,254,
"2GTHR Open Air: WE ARE LOST FESTIVAL BUENOS AIRES @ AUTODROMO Bs. As. - Sábado 29.11, 19Hs a 06hs",6082,"domingo, noviembre 30, 2025, 02:00",Validado,3,
Atardeceres del Vino - La Finquita 1920 - 29/11,5792,"sábado, enero 1, 2000, 01:00",No Ingresado,55,
Atardeceres del Vino - La Finquita 1920 - 29/11,5792,"miércoles, noviembre 19, 2025, 17:00",Validado,2,faith.mza1@gmail.com
Atardeceres del Vino - La Finquita 1920 - 29/11,5792,"miércoles, noviembre 26, 2025, 11:00",Validado,2,faith.mza1@gmail.com
Atardeceres del Vino - La Finquita 1920 - 29/11,5792,"sábado, noviembre 29, 2025, 19:00",Validado,156,validadorlafinquita@gmail.com
Atardeceres del Vino - La Finquita 1920 - 29/11,5792,"sábado, noviembre 29, 2025, 20:00",Validado,276,validadorlafinquita@gmail.com
Atardeceres del Vino - La Finquita 1920 - 29/11,5792,"sábado, noviembre 29, 2025, 21:00",Validado,208,validadorlafinquita@gmail.com
Atardeceres del Vino - La Finquita 1920 - 29/11,5792,"sábado, noviembre 29, 2025, 22:00",Validado,52,validadorlafinquita@gmail.com
Atardeceres del Vino - La Finquita 1920 - 29/11,5792,"sábado, noviembre 29, 2025, 23:00",Validado,7,validadorlafinquita@gmail.com
Atardeceres del Vino - La Finquita 1920 - 29/11,5792,"domingo, noviembre 30, 2025, 00:00",Validado,2,faith.mza1@gmail.com
ATARDECERES HISTÓRICOS | SAB 29 DE NOVIEMBRE,7435,"sábado, enero 1, 2000, 01:00",No Ingresado,15,
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"sábado, enero 1, 2000, 01:00",No Ingresado,483,
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 00:00",Validado,16,gigenata@gmail.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 01:00",Validado,28,estebanestudio@hotmail.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 01:00",Validado,29,gigenata@gmail.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 01:00",Validado,45,c.aldanas@outlook.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 01:00",Validado,200,nicolasabreguo@gmail.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 02:00",Validado,25,gigenata@gmail.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 02:00",Validado,30,estebanestudio@hotmail.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 02:00",Validado,59,nicolasabreguo@gmail.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 02:00",Validado,177,c.aldanas@outlook.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 03:00",Validado,9,estebanestudio@hotmail.com
BLACK CREAM DOMINGO PRE FERIADO BAD BUNNY ,7603,"lunes, noviembre 24, 2025, 03:00",Validado,26,c.aldanas@outlook.com
BLACK CREAM JUEVES TRAP & PERREO (RELEASE PARTY ECKO) ,7610,"sábado, enero 1, 2000, 01:00",No Ingresado,946,
BLACK CREAM JUEVES TRAP & PERREO (RELEASE PARTY ECKO) ,7610,"viernes, noviembre 28, 2025, 00:00",Validado,1,nicolasabreguo@gmail.com
BLACK CREAM JUEVES TRAP & PERREO (RELEASE PARTY ECKO) ,7610,"viernes, noviembre 28, 2025, 00:00",Validado,3,gigenata@gmail.com
BLACK CREAM JUEVES TRAP & PERREO (RELEASE PARTY ECKO) ,7610,"viernes, noviembre 28, 2025, 01:00",Validado,42,c.aldanas@outlook.com
BLACK CREAM JUEVES TRAP & PERREO (RELEASE PARTY ECKO) ,7610,"viernes, noviembre 28, 2025, 01:00",Validado,267,nicolasabreguo@gmail.com
BLACK CREAM JUEVES TRAP & PERREO (RELEASE PARTY ECKO) ,7610,"viernes, noviembre 28, 2025, 02:00",Validado,25,nicolasabreguo@gmail.com
BLACK CREAM JUEVES TRAP & PERREO (RELEASE PARTY ECKO) ,7610,"viernes, noviembre 28, 2025, 02:00",Validado,162,c.aldanas@outlook.com
BLACK CREAM JUEVES TRAP & PERREO (RELEASE PARTY ECKO) ,7610,"viernes, noviembre 28, 2025, 03:00",Validado,26,c.aldanas@outlook.com
BLACK CREAM JUEVES TRAP & PERREO (RELEASE PARTY ECKO) ,7610,"viernes, noviembre 28, 2025, 04:00",Validado,2,c.aldanas@outlook.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, enero 1, 2000, 01:00",No Ingresado,125,
BRINDIS / Bonaire x Vicio Fantasia,7563,"viernes, noviembre 28, 2025, 22:00",Validado,4,mili.herlin1@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"viernes, noviembre 28, 2025, 22:00",Validado,4,sajor0528@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"viernes, noviembre 28, 2025, 23:00",Validado,25,mili.herlin1@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"viernes, noviembre 28, 2025, 23:00",Validado,26,sajor0528@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, noviembre 29, 2025, 00:00",Validado,30,sajor0528@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, noviembre 29, 2025, 00:00",Validado,64,mili.herlin1@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, noviembre 29, 2025, 01:00",Validado,87,sajor0528@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, noviembre 29, 2025, 01:00",Validado,122,mili.herlin1@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, noviembre 29, 2025, 02:00",Validado,66,mili.herlin1@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, noviembre 29, 2025, 02:00",Validado,84,sajor0528@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, noviembre 29, 2025, 03:00",Validado,34,mili.herlin1@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, noviembre 29, 2025, 03:00",Validado,40,sajor0528@gmail.com
BRINDIS / Bonaire x Vicio Fantasia,7563,"sábado, noviembre 29, 2025, 04:00",Validado,1,mili.herlin1@gmail.com
CARLOS ALFONSIN | VIERNES 28 DE NOVIEMBRE | BEM X BEATLAB,7505,"sábado, enero 1, 2000, 01:00",No Ingresado,185,
CARLOS ALFONSIN | VIERNES 28 DE NOVIEMBRE | BEM X BEATLAB,7505,"sábado, noviembre 29, 2025, 00:00",Validado,8,jeronimofrizza7@gmail.com
CARLOS ALFONSIN | VIERNES 28 DE NOVIEMBRE | BEM X BEATLAB,7505,"sábado, noviembre 29, 2025, 01:00",Validado,75,jeronimofrizza7@gmail.com
CARLOS ALFONSIN | VIERNES 28 DE NOVIEMBRE | BEM X BEATLAB,7505,"sábado, noviembre 29, 2025, 02:00",Validado,70,jeronimofrizza7@gmail.com
CARLOS ALFONSIN | VIERNES 28 DE NOVIEMBRE | BEM X BEATLAB,7505,"sábado, noviembre 29, 2025, 03:00",Validado,28,jeronimofrizza7@gmail.com
CARLOS ALFONSIN | VIERNES 28 DE NOVIEMBRE | BEM X BEATLAB,7505,"sábado, noviembre 29, 2025, 04:00",Validado,5,jeronimofrizza7@gmail.com
CLIENTES SUNSET EL ROBLE 28-11,7631,"sábado, enero 1, 2000, 01:00",No Ingresado,203,
CLIENTES SUNSET EL ROBLE 28-11,7631,"viernes, noviembre 28, 2025, 18:00",Validado,6,validadoreselroble@venti.la
CLIENTES SUNSET EL ROBLE 28-11,7631,"viernes, noviembre 28, 2025, 19:00",Validado,4,validadoreselroble@venti.la
CLIENTES SUNSET EL ROBLE 28-11,7631,"viernes, noviembre 28, 2025, 20:00",Validado,11,validadoreselroble@venti.la
CLIENTES SUNSET EL ROBLE 28-11,7631,"viernes, noviembre 28, 2025, 21:00",Validado,12,validadoreselroble@venti.la
CLIENTES SUNSET EL ROBLE 28-11,7631,"viernes, noviembre 28, 2025, 22:00",Validado,22,validadoreselroble@venti.la
CLIENTES SUNSET EL ROBLE 28-11,7631,"viernes, noviembre 28, 2025, 23:00",Validado,22,validadoreselroble@venti.la
CLIENTES YARD 29/11,7537,"sábado, enero 1, 2000, 01:00",No Ingresado,109,
CLIENTES YARD 29/11,7537,"sábado, noviembre 29, 2025, 20:00",Validado,32,validadoreselroble@venti.la
CLIENTES YARD 29/11,7537,"sábado, noviembre 29, 2025, 21:00",Validado,191,validadoreselroble@venti.la
CLIENTES YARD 29/11,7537,"sábado, noviembre 29, 2025, 22:00",Validado,312,validadoreselroble@venti.la
CLIENTES YARD 29/11,7537,"sábado, noviembre 29, 2025, 23:00",Validado,20,validadoreselroble@venti.la
CLUB QUBA | QUEVES 27.11,7633,"sábado, enero 1, 2000, 01:00",No Ingresado,863,
CLUB QUBA | QUEVES 27.11,7633,"jueves, noviembre 27, 2025, 22:00",Validado,2,Quba-validador@venti.la
CLUB QUBA | QUEVES 27.11,7633,"jueves, noviembre 27, 2025, 23:00",Validado,179,Quba-validador@venti.la
CLUB QUBA | QUEVES 27.11,7633,"viernes, noviembre 28, 2025, 00:00",Validado,10,Quba-validador@venti.la
CLUB QUBA | QUEVES 27.11,7633,"viernes, noviembre 28, 2025, 01:00",Validado,20,Quba-validador@venti.la
CLUB QUBA | QUEVES 27.11,7633,"viernes, noviembre 28, 2025, 02:00",Validado,13,Quba-validador@venti.la
CLUB QUBA | QUEVES 27.11,7633,"viernes, noviembre 28, 2025, 03:00",Validado,7,Quba-validador@venti.la
CLUB QUBA | SÁBADO 29.11,7612,"sábado, enero 1, 2000, 01:00",No Ingresado,100,
CLUB QUBA | SÁBADO 29.11,7612,"domingo, noviembre 30, 2025, 00:00",Validado,24,Quba-validador@venti.la
CLUB QUBA | SÁBADO 29.11,7612,"domingo, noviembre 30, 2025, 01:00",Validado,19,Quba-validador@venti.la
CLUB QUBA | SÁBADO 29.11,7612,"domingo, noviembre 30, 2025, 03:00",Validado,4,Quba-validador@venti.la
Cumpleaños Beni 🫰,7677,"sábado, enero 1, 2000, 01:00",No Ingresado,81,
Cumpleaños Beni 🫰,7677,"sábado, noviembre 29, 2025, 22:00",Validado,3,duneparkclub@gmail.com
Cumpleaños Beni 🫰,7677,"sábado, noviembre 29, 2025, 23:00",Validado,21,duneparkclub@gmail.com
Cumpleaños Beni 🫰,7677,"domingo, noviembre 30, 2025, 00:00",Validado,62,duneparkclub@gmail.com
Cumpleaños Beni 🫰,7677,"domingo, noviembre 30, 2025, 01:00",Validado,66,duneparkclub@gmail.com
Cumpleaños Beni 🫰,7677,"domingo, noviembre 30, 2025, 02:00",Validado,39,duneparkclub@gmail.com
Cumpleaños Beni 🫰,7677,"domingo, noviembre 30, 2025, 03:00",Validado,15,duneparkclub@gmail.com
Cumpleaños Beni 🫰,7677,"domingo, noviembre 30, 2025, 04:00",Validado,2,duneparkclub@gmail.com
CUMPLEAÑOS PRIVADO (SIN ENTRADA),7553,"sábado, enero 1, 2000, 01:00",No Ingresado,139,
CUMPLEAÑOS PRIVADO (SIN ENTRADA),7553,"viernes, noviembre 28, 2025, 19:00",Validado,4,newrockclub2017@gmail.com
CUMPLEAÑOS PRIVADO (SIN ENTRADA),7553,"viernes, noviembre 28, 2025, 20:00",Validado,34,newrockclub2017@gmail.com
CUMPLEAÑOS PRIVADO (SIN ENTRADA),7553,"viernes, noviembre 28, 2025, 21:00",Validado,32,newrockclub2017@gmail.com
CUMPLEAÑOS PRIVADO (SIN ENTRADA),7553,"viernes, noviembre 28, 2025, 22:00",Validado,32,newrockclub2017@gmail.com
CUMPLEAÑOS PRIVADO (SIN ENTRADA),7553,"viernes, noviembre 28, 2025, 23:00",Validado,5,newrockclub2017@gmail.com
DATA LOCAL | BICINENA + MORFAR,7600,"sábado, enero 1, 2000, 01:00",No Ingresado,346,
DATA LOCAL | BICINENA + MORFAR,7600,"jueves, noviembre 27, 2025, 20:00",Validado,27,hola.somos.bela@gmail.com
DATA LOCAL | BICINENA + MORFAR,7600,"jueves, noviembre 27, 2025, 21:00",Validado,116,hola.somos.bela@gmail.com
DATA LOCAL | BICINENA + MORFAR,7600,"jueves, noviembre 27, 2025, 22:00",Validado,73,hola.somos.bela@gmail.com
DATA LOCAL | BICINENA + MORFAR,7600,"jueves, noviembre 27, 2025, 23:00",Validado,7,hola.somos.bela@gmail.com
DEVIL RAYS Y MAY MC LAREN,7058,"sábado, enero 1, 2000, 01:00",No Ingresado,"1,542",
DEVIL RAYS Y MAY MC LAREN,7058,"domingo, noviembre 30, 2025, 00:00",Validado,197,under-qr
DEVIL RAYS Y MAY MC LAREN,7058,"domingo, noviembre 30, 2025, 01:00",Validado,130,under-qr
DEVIL RAYS Y MAY MC LAREN,7058,"domingo, noviembre 30, 2025, 02:00",Validado,63,under-qr
DEVIL RAYS Y MAY MC LAREN,7058,"domingo, noviembre 30, 2025, 03:00",Validado,27,under-qr
DEVIL RAYS Y MAY MC LAREN,7058,"domingo, noviembre 30, 2025, 04:00",Validado,7,under-qr
Distopia #001,7405,"sábado, enero 1, 2000, 01:00",No Ingresado,31,
Distopia #001,7405,"sábado, noviembre 29, 2025, 00:00",Validado,4,manager.tcq@gmail.com
Distopia #001,7405,"sábado, noviembre 29, 2025, 01:00",Validado,4,manager.tcq@gmail.com
EGRESADO DON BOSCO ,7246,"sábado, enero 1, 2000, 01:00",No Ingresado,653,
EGRESADO DON BOSCO ,7246,"martes, noviembre 25, 2025, 23:00",Validado,39,ivanetel465@gmail.com
EGRESADO DON BOSCO ,7246,"miércoles, noviembre 26, 2025, 00:00",Validado,116,ivanetel465@gmail.com
EGRESADO DON BOSCO ,7246,"miércoles, noviembre 26, 2025, 01:00",Validado,172,ivanetel465@gmail.com
EGRESADO DON BOSCO ,7246,"miércoles, noviembre 26, 2025, 02:00",Validado,3,ivanetel465@gmail.com
"El Club de la Serpiente, El Sueño de la Serpiente - 23 de Noviembre- Stadium, La Normandina - Mar del Plata",7212,"sábado, enero 1, 2000, 01:00",No Ingresado,97,
"El Club de la Serpiente, El Sueño de la Serpiente - 23 de Noviembre- Stadium, La Normandina - Mar del Plata",7212,"lunes, noviembre 24, 2025, 00:00",Validado,79,qr-serpiente
"El Club de la Serpiente, El Sueño de la Serpiente - 23 de Noviembre- Stadium, La Normandina - Mar del Plata",7212,"lunes, noviembre 24, 2025, 01:00",Validado,220,qr-serpiente
"El Club de la Serpiente, El Sueño de la Serpiente - 23 de Noviembre- Stadium, La Normandina - Mar del Plata",7212,"lunes, noviembre 24, 2025, 02:00",Validado,160,qr-serpiente
"El Club de la Serpiente, El Sueño de la Serpiente - 23 de Noviembre- Stadium, La Normandina - Mar del Plata",7212,"lunes, noviembre 24, 2025, 03:00",Validado,5,qr-serpiente
"El Club de la Serpiente, El Sueño de la Serpiente - 23 de Noviembre- Stadium, La Normandina - Mar del Plata",7212,"lunes, noviembre 24, 2025, 19:00",Validado,3,qr-serpiente
El Mundo Imaginario - ANTU - Fauna Midi,7388,"sábado, enero 1, 2000, 01:00",No Ingresado,5,
El Mundo Imaginario - ANTU - Fauna Midi,7388,"viernes, noviembre 28, 2025, 21:00",Validado,6,xrxxxo@gmail.com
El Mundo Imaginario - ANTU - Fauna Midi,7388,"viernes, noviembre 28, 2025, 22:00",Validado,3,xrxxxo@gmail.com
ENZO SIRAGUSA ,6864,"sábado, enero 1, 2000, 01:00",No Ingresado,93,
ENZO SIRAGUSA ,6864,"domingo, noviembre 30, 2025, 00:00",Validado,11,tataemasep@gmail.com
ENZO SIRAGUSA ,6864,"domingo, noviembre 30, 2025, 01:00",Validado,60,tataemasep@gmail.com
ENZO SIRAGUSA ,6864,"domingo, noviembre 30, 2025, 02:00",Validado,116,tataemasep@gmail.com
ENZO SIRAGUSA ,6864,"domingo, noviembre 30, 2025, 03:00",Validado,30,tataemasep@gmail.com
ENZO SIRAGUSA ,6864,"domingo, noviembre 30, 2025, 04:00",Validado,16,tataemasep@gmail.com
ETHRAL SHOWCASE | ANA RS - BRUNO LEDESMA - LUCAS SILVERO,7284,"sábado, enero 1, 2000, 01:00",No Ingresado,723,
ETHRAL SHOWCASE | ANA RS - BRUNO LEDESMA - LUCAS SILVERO,7284,"lunes, noviembre 24, 2025, 00:00",Validado,94,under-qr
ETHRAL SHOWCASE | ANA RS - BRUNO LEDESMA - LUCAS SILVERO,7284,"lunes, noviembre 24, 2025, 01:00",Validado,24,under-qr
ETHRAL SHOWCASE | ANA RS - BRUNO LEDESMA - LUCAS SILVERO,7284,"lunes, noviembre 24, 2025, 02:00",Validado,13,under-qr
ETHRAL SHOWCASE | ANA RS - BRUNO LEDESMA - LUCAS SILVERO,7284,"lunes, noviembre 24, 2025, 03:00",Validado,10,under-qr
FESTIVAL DATA JAZZ,7583,"sábado, enero 1, 2000, 01:00",No Ingresado,237,
Fiesta BRESH en Villa Carlos Paz (Noviembre),7329,"sábado, enero 1, 2000, 01:00",No Ingresado,58,
Fiesta BRESH en Villa Carlos Paz (Noviembre),7329,"lunes, noviembre 24, 2025, 00:00",Validado,24,carolina@fiestabresh.com
Fiesta BRESH en Villa Carlos Paz (Noviembre),7329,"lunes, noviembre 24, 2025, 01:00",Validado,94,carolina@fiestabresh.com
Fiesta BRESH en Villa Carlos Paz (Noviembre),7329,"lunes, noviembre 24, 2025, 02:00",Validado,63,carolina@fiestabresh.com
Fiesta BRESH en Villa Carlos Paz (Noviembre),7329,"lunes, noviembre 24, 2025, 03:00",Validado,11,carolina@fiestabresh.com
Fiesta interempresas en La Finquita,6485,"sábado, enero 1, 2000, 01:00",No Ingresado,70,
Fiesta interempresas en La Finquita,6485,"viernes, noviembre 28, 2025, 19:00",Validado,132,validadorlafinquita@gmail.com
Fiesta interempresas en La Finquita,6485,"viernes, noviembre 28, 2025, 20:00",Validado,171,validadorlafinquita@gmail.com
Fiesta interempresas en La Finquita,6485,"viernes, noviembre 28, 2025, 21:00",Validado,41,validadorlafinquita@gmail.com
Fiesta interempresas en La Finquita,6485,"viernes, noviembre 28, 2025, 22:00",Validado,5,validadorlafinquita@gmail.com
Fiesta interempresas en La Finquita,6485,"viernes, noviembre 28, 2025, 23:00",Validado,1,validadorlafinquita@gmail.com
FLENI - FIN DE AÑO @Renée,7393,"sábado, enero 1, 2000, 01:00",No Ingresado,10,
FLENI - FIN DE AÑO @Renée,7393,"sábado, noviembre 29, 2025, 21:00",Validado,12,reneevalidador@gmail.com
FLENI - FIN DE AÑO @Renée,7393,"sábado, noviembre 29, 2025, 22:00",Validado,12,reneevalidador@gmail.com
FLENI - FIN DE AÑO @Renée,7393,"domingo, noviembre 30, 2025, 00:00",Validado,14,reneevalidador@gmail.com
FLENI - FIN DE AÑO @Renée,7393,"domingo, noviembre 30, 2025, 01:00",Validado,17,reneevalidador@gmail.com
FOMO X QUBA | SÁBADO 29.11,7648,"sábado, enero 1, 2000, 01:00",No Ingresado,426,
FOMO X QUBA | SÁBADO 29.11,7648,"domingo, noviembre 30, 2025, 00:00",Validado,73,Quba-validador@venti.la
FOMO X QUBA | SÁBADO 29.11,7648,"domingo, noviembre 30, 2025, 01:00",Validado,72,Quba-validador@venti.la
FOMO X QUBA | SÁBADO 29.11,7648,"domingo, noviembre 30, 2025, 02:00",Validado,30,Quba-validador@venti.la
FOMO X QUBA | SÁBADO 29.11,7648,"domingo, noviembre 30, 2025, 03:00",Validado,8,Quba-validador@venti.la
FOMO X QUBA | SÁBADO 29.11,7648,"domingo, noviembre 30, 2025, 04:00",Validado,2,Quba-validador@venti.la
HABITACIONES - MUSHROOM By 2GTHR,7100,"sábado, enero 1, 2000, 01:00",No Ingresado,12,
HOLY BRIT VOL III,7673,"sábado, enero 1, 2000, 01:00",No Ingresado,12,
INDIOS,7146,"sábado, enero 1, 2000, 01:00",No Ingresado,14,
Innervisions - 23 de Noviembre,6853,"sábado, enero 1, 2000, 01:00",No Ingresado,"1,224",
Innervisions - 23 de Noviembre,6853,"domingo, noviembre 23, 2025, 22:00",Validado,17,innvervalidador@venti.la
Innervisions - 23 de Noviembre,6853,"domingo, noviembre 23, 2025, 23:00",Validado,385,innvervalidador@venti.la
